@relation 'adult.test_income_AM3-weka.filters.unsupervised.attribute.MergeManyValues-Clast-L<50k-R1-weka.filters.unsupervised.attribute.MergeManyValues-Clast-L>50k-R1-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Reorder-Rlast,first-13-weka.filters.unsupervised.attribute.Reorder-Rlast,first-13-weka.filters.unsupervised.attribute.Reorder-Rlast,first-13-weka.filters.unsupervised.attribute.Reorder-Rlast,first-13-weka.filters.unsupervised.attribute.Reorder-Rlast,first-13-weka.filters.unsupervised.attribute.Reorder-Rlast,first-13-weka.filters.unsupervised.attribute.Remove-R10'

@attribute Sex {0,1}
@attribute Capital-gain numeric
@attribute Capital-loss numeric
@attribute Hours-per-week numeric
@attribute Native-country {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40}
@attribute Income {0,1}
@attribute Age numeric
@attribute Workclass {0,1,2,3,4,5,6,7}
@attribute Education {13,9,6,8,10,11,12,4,3,7,14,1,5,15,2,0}
@attribute Marital-status {0,1,2,3,4,5,6}
@attribute Occupation {0,1,2,3,4,5,6,7,8,9,10,11,12,13}
@attribute Relationship {0,1,2,3,4,5}
@attribute Race {White,Asian-Pac-Islander,Amer-Indian-Eskimo,Other,Black}

@data
0,0,0,40,0,0,56,0,5,4,2,5,White
1,0,0,45,0,0,31,0,8,0,6,2,White
1,0,0,44,0,0,30,0,7,0,9,2,White
1,0,0,63,4,1,49,1,15,1,5,5,White
1,0,0,45,0,0,35,0,13,0,4,2,White
1,0,0,41,36,1,38,0,8,0,1,2,White
1,0,0,35,0,0,23,0,13,2,1,3,White
1,4650,0,50,0,0,57,1,6,1,2,5,White
1,0,0,35,0,0,27,1,13,2,1,1,White
1,0,0,80,0,0,36,0,9,0,6,2,White
0,0,0,40,0,0,18,0,9,2,0,3,White
1,0,0,6,0,0,69,0,3,0,6,2,White
1,0,0,40,0,1,42,0,13,0,3,2,White
1,0,0,39,0,0,37,0,13,2,2,3,White
0,0,0,30,0,0,29,0,8,2,7,5,Black
1,4101,0,40,0,0,29,0,6,2,3,3,Amer-Indian-Eskimo
1,0,0,42,0,0,35,0,8,0,1,2,White
1,0,0,20,7,0,25,5,13,2,5,3,Asian-Pac-Islander
0,0,0,40,0,0,43,0,13,2,3,1,White
1,0,0,40,0,1,52,0,8,0,6,2,White
0,0,0,55,0,0,29,0,8,2,4,3,White
1,0,0,40,0,0,32,0,8,2,8,5,White
0,0,0,44,0,1,45,0,13,2,2,3,Black
1,0,0,40,0,0,58,4,8,4,2,3,White
1,0,0,50,3,0,32,0,9,1,4,3,White
1,0,0,30,0,0,30,0,8,0,10,2,Black
1,0,0,20,0,0,57,1,8,0,9,2,White
1,0,0,40,0,0,47,0,8,1,4,3,White
0,0,0,40,0,0,49,0,8,0,1,0,Black
1,0,0,40,0,0,20,0,8,2,3,1,White
1,0,0,40,0,1,43,0,9,0,4,2,Black
1,0,0,8,0,0,46,0,9,0,3,2,White
1,0,0,60,0,1,36,0,8,0,6,2,White
1,0,0,25,0,0,27,0,9,2,2,1,White
0,0,0,20,0,0,20,0,9,2,8,1,White
1,0,0,48,0,0,48,0,1,3,7,4,Black
1,0,0,75,0,0,31,1,8,0,1,2,White
0,0,0,38,0,0,24,0,12,2,0,1,White
1,0,0,50,0,0,29,0,8,3,3,3,White
1,0,0,40,0,1,40,5,13,0,5,2,White
0,0,0,22,5,0,18,0,9,2,8,1,Asian-Pac-Islander
1,0,1977,48,0,1,35,0,13,0,5,2,White
1,0,0,40,0,0,29,0,9,2,10,3,White
0,0,0,15,0,0,19,0,9,2,2,1,White
1,0,0,55,0,1,54,1,9,0,3,2,White
1,7688,0,50,0,1,58,5,15,0,5,2,White
0,0,0,40,0,0,50,0,4,1,8,5,White
1,0,0,50,0,1,32,0,12,0,4,2,White
0,0,0,40,0,0,26,0,13,2,8,3,White
1,0,0,50,0,1,42,0,8,0,4,2,White
0,0,0,20,0,0,29,0,9,1,8,5,White
0,0,0,40,0,1,39,0,9,0,4,0,White
1,0,0,12,0,0,64,0,8,0,4,2,White
1,0,0,40,0,0,32,0,9,2,1,3,White
0,0,0,14,0,0,17,0,6,2,3,1,White
1,0,0,50,0,0,30,0,8,0,3,2,White
0,0,0,40,0,0,47,0,9,1,0,3,White
1,0,0,37,0,0,26,0,8,2,10,3,Black
0,0,0,40,0,0,42,3,9,2,8,3,White
1,0,0,80,15,1,58,4,8,0,6,2,Asian-Pac-Islander
1,0,0,55,0,0,48,0,8,0,1,2,White
1,0,0,20,0,0,22,0,9,2,2,1,White
1,0,0,40,0,1,32,3,13,0,5,2,White
1,0,0,20,0,0,25,0,13,2,5,1,White
0,0,0,60,0,0,44,3,13,3,4,5,Black
1,0,0,40,0,0,52,0,4,1,10,3,White
0,0,0,40,0,0,27,0,13,2,3,3,White
1,10605,0,44,0,1,65,1,14,0,3,2,White
1,0,0,40,0,0,48,0,8,0,8,2,White
1,0,0,42,0,0,26,0,13,2,3,3,White
0,0,0,60,0,0,43,1,11,1,4,5,White
1,0,0,30,0,0,61,5,14,0,5,2,White
1,0,1977,40,7,1,59,5,10,0,5,2,Asian-Pac-Islander
1,0,0,40,0,0,31,0,8,2,10,3,White
1,0,0,18,0,0,61,0,14,0,5,2,White
1,0,0,60,4,1,39,1,13,0,5,2,White
1,0,1902,45,29,1,61,0,10,0,5,2,White
1,0,0,40,0,0,40,0,8,0,1,2,White
1,0,0,40,0,0,30,0,8,1,6,4,White
1,0,0,28,0,0,69,0,8,0,10,2,White
1,7298,0,65,0,1,40,2,9,0,4,2,White
0,0,0,40,0,0,41,0,8,2,0,3,Black
1,0,0,40,0,0,60,0,8,0,0,2,White
1,0,0,41,0,1,49,3,9,0,8,2,White
0,0,0,40,0,0,33,0,8,2,7,1,White
0,0,2001,40,0,0,26,0,14,2,5,3,White
0,0,0,40,19,0,45,0,1,2,7,5,Asian-Pac-Islander
0,0,0,35,0,0,19,0,8,2,2,3,White
1,2174,0,40,0,0,25,0,8,2,1,3,White
1,0,0,37,0,1,51,5,8,1,4,3,White
0,0,0,40,0,0,47,2,8,0,3,0,White
1,0,1408,40,0,0,45,1,15,3,5,3,White
1,0,0,45,0,0,36,0,9,0,10,2,White
1,0,0,40,0,0,43,0,8,0,2,2,White
0,0,0,35,0,0,30,0,6,2,12,3,White
1,0,0,45,0,1,39,0,14,0,4,2,White
1,0,0,40,0,1,51,1,9,0,3,2,White
1,5013,0,40,0,0,35,0,8,0,7,2,White
0,0,0,40,0,0,38,0,14,2,8,3,White
0,0,0,40,0,0,35,0,9,2,0,4,White
1,5013,0,60,0,0,46,2,9,0,1,2,White
1,4865,0,48,0,0,25,0,13,2,5,3,White
0,0,0,35,0,0,28,0,8,0,7,0,White
1,0,0,50,0,1,50,0,13,0,5,2,White
0,3325,0,40,0,0,36,0,12,2,5,5,White
1,0,0,40,0,0,37,0,3,0,1,2,Other
1,0,0,60,0,1,52,2,13,0,3,2,White
1,0,0,72,0,0,34,1,6,0,9,2,White
1,0,0,40,0,0,39,5,11,0,0,2,White
0,0,0,55,0,1,37,0,10,2,5,3,Asian-Pac-Islander
1,0,0,40,20,0,28,0,7,2,6,5,White
1,0,0,40,0,0,65,0,8,0,0,2,White
0,0,0,40,12,0,47,0,4,1,7,5,White
1,0,0,55,22,0,60,2,3,0,4,2,White
1,0,0,45,0,0,34,0,8,2,1,1,White
1,0,0,50,0,1,44,0,14,0,4,2,White
1,0,0,52,0,1,55,0,14,0,5,2,White
1,0,0,40,0,0,31,5,8,0,1,2,Black
1,0,0,35,0,0,22,0,9,2,8,1,White
0,0,0,40,0,0,24,0,9,2,8,3,White
1,0,0,40,0,1,40,0,13,0,8,2,White
1,0,0,66,20,0,37,0,1,0,8,2,White
1,15024,0,45,0,1,47,0,13,0,3,2,White
0,0,0,40,0,0,38,0,13,1,8,5,White
1,0,0,32,0,0,33,0,11,2,3,5,Black
1,7298,0,40,0,1,51,0,9,0,1,2,White
0,0,1977,40,0,1,32,3,13,0,4,0,Asian-Pac-Islander
1,0,0,42,0,0,62,0,8,0,8,2,White
0,0,0,40,0,0,29,0,11,1,0,3,White
0,0,0,38,0,0,29,0,11,2,4,4,White
0,0,0,30,0,0,38,0,8,2,3,5,White
0,0,1564,60,0,1,42,2,13,1,0,3,White
1,0,0,10,0,0,63,0,9,0,4,2,White
1,0,0,44,0,1,43,0,9,0,1,2,White
1,0,0,40,0,0,56,1,8,0,1,2,White
1,0,0,40,0,0,39,0,8,0,1,2,White
0,8614,0,50,0,1,39,0,13,2,3,3,White
1,3103,0,45,0,1,33,4,9,0,8,2,White
0,0,0,35,0,0,35,0,8,2,5,5,White
0,0,0,99,0,0,41,0,13,1,2,3,White
1,7688,0,40,0,1,56,3,13,0,4,2,White
1,0,0,50,0,0,37,0,8,2,10,3,Black
1,0,0,40,0,0,33,0,8,0,10,2,White
1,0,0,40,0,1,30,3,13,0,5,2,White
0,0,0,24,0,0,49,0,8,1,2,3,White
1,0,0,40,0,0,59,0,8,0,10,2,White
1,0,0,40,0,1,30,0,13,0,5,2,White
1,0,0,25,0,0,23,0,9,2,6,3,Black
0,0,0,40,0,0,29,0,12,2,0,3,White
0,0,1590,40,0,0,23,0,13,2,3,1,White
0,0,0,40,0,0,37,0,4,1,2,3,White
0,0,0,40,0,0,60,0,5,3,2,3,White
0,0,0,40,0,0,34,0,8,0,3,0,Black
1,0,0,20,0,0,20,0,9,2,6,1,White
1,0,1876,40,0,0,24,0,9,3,2,3,White
1,99999,0,60,0,1,64,2,10,0,5,2,White
0,0,0,50,0,1,35,3,13,1,5,3,White
1,0,0,20,15,0,19,0,8,2,3,1,Asian-Pac-Islander
0,0,0,50,0,0,37,0,8,1,4,5,White
1,0,0,40,0,0,41,5,8,0,9,4,White
1,0,0,40,0,1,29,0,8,0,10,2,White
1,0,0,50,0,0,47,0,6,0,2,2,White
0,0,0,28,0,0,34,0,14,2,2,5,Black
0,0,0,35,0,0,21,0,8,2,8,1,White
0,0,0,36,0,1,43,0,12,0,5,0,White
1,0,0,40,0,0,31,0,9,0,8,2,White
1,0,0,40,0,0,21,0,8,2,6,1,White
1,0,0,40,0,1,35,0,9,0,0,2,White
1,0,0,50,0,0,62,0,6,2,7,4,White
1,0,0,45,0,0,25,0,8,2,8,3,White
0,0,0,30,0,0,34,0,3,2,11,1,White
1,0,0,40,0,0,54,0,14,0,5,2,White
0,0,0,36,0,0,17,0,6,2,3,3,White
1,0,0,40,0,0,35,3,8,2,8,1,White
1,0,0,40,0,0,27,0,13,0,1,2,White
0,0,0,35,0,0,37,4,8,2,8,1,White
1,0,0,50,0,0,55,0,5,5,1,3,White
0,0,0,40,0,0,24,5,14,2,5,3,White
0,0,0,40,0,0,24,0,9,2,8,1,White
1,7688,0,50,0,1,51,0,8,0,1,2,White
1,2174,0,52,0,0,31,0,9,3,3,3,White
0,0,0,18,0,0,37,0,9,2,2,3,White
0,0,0,40,0,0,42,0,8,2,7,5,Black
1,0,0,32,0,0,26,3,9,0,4,2,White
1,0,0,45,0,0,25,0,11,2,4,3,White
1,0,0,40,0,1,36,0,8,0,1,2,Other
1,0,0,50,0,0,37,0,8,2,4,3,White
1,0,0,35,0,0,43,1,8,0,1,2,White
0,0,0,37,0,0,48,0,8,1,8,3,Black
1,0,0,40,0,0,38,0,6,1,7,3,White
1,0,0,40,0,0,49,0,8,3,6,3,White
0,0,0,65,0,0,43,4,14,1,5,3,White
1,0,0,50,0,0,64,0,8,0,3,2,White
1,0,0,40,0,1,39,2,10,0,5,2,White
1,0,0,40,8,0,44,0,9,1,8,3,Asian-Pac-Islander
0,0,0,30,15,0,61,1,10,2,5,3,White
1,0,0,40,0,1,53,0,8,0,10,2,Black
0,0,0,25,0,0,48,4,8,3,10,5,White
0,0,0,15,0,0,22,0,9,0,0,0,Other
1,0,0,45,0,0,42,0,9,0,7,2,White
1,0,0,50,0,0,27,0,9,0,6,2,White
1,0,0,45,0,0,24,2,13,0,3,2,White
0,0,0,40,0,0,18,1,9,2,8,1,White
1,0,1669,40,0,0,39,0,13,2,4,3,White
1,0,0,40,0,0,56,0,8,0,7,2,White
1,0,0,45,0,0,28,0,8,2,1,1,Asian-Pac-Islander
1,0,0,15,0,0,72,0,9,0,8,2,White
1,0,0,45,0,1,34,4,9,0,4,2,White
0,0,0,35,0,0,31,0,8,0,8,0,White
0,3674,0,42,0,0,41,0,8,1,8,5,White
0,0,0,40,0,0,56,0,8,3,8,4,Black
0,0,0,40,2,0,46,0,8,4,8,3,White
0,0,0,40,0,0,45,0,12,1,7,1,White
1,0,0,20,0,0,61,1,8,0,1,2,White
1,0,0,40,0,0,39,0,5,3,7,1,White
0,0,0,40,0,0,50,4,9,4,8,5,White
1,0,0,40,0,0,64,0,5,0,12,2,White
1,0,0,40,0,0,26,0,13,2,4,3,White
1,3411,0,40,0,0,49,1,8,0,4,2,White
1,0,1977,50,0,1,44,0,11,0,4,2,White
1,0,0,40,0,0,62,0,8,0,12,2,Black
1,0,0,50,0,0,51,0,8,1,1,3,White
1,0,0,40,0,0,55,0,9,1,1,3,White
1,0,0,40,0,1,41,3,9,0,8,2,White
1,0,0,50,0,0,47,0,13,0,4,2,White
0,0,0,40,0,1,54,0,8,0,8,0,White
0,2907,0,43,0,0,58,0,8,3,2,3,White
1,4416,0,40,0,0,30,0,9,2,4,3,White
0,0,0,35,0,0,62,0,3,4,7,5,White
1,0,0,40,0,0,33,0,8,0,4,2,White
1,0,0,48,0,1,37,4,8,0,12,2,White
1,0,0,50,0,0,29,0,9,2,9,5,White
1,0,2051,38,0,0,32,0,5,0,2,2,White
1,0,0,55,0,1,32,3,8,0,1,2,White
1,0,0,50,0,0,34,0,9,0,8,2,White
1,0,0,40,0,0,23,0,9,2,6,1,White
0,14344,0,40,0,1,46,0,8,1,1,3,White
0,27828,0,60,0,1,44,1,13,1,3,3,White
1,0,0,40,0,0,54,5,9,0,8,2,White
1,0,0,40,0,0,23,0,8,2,9,1,White
1,0,0,45,0,0,39,0,7,0,1,2,White
1,0,0,40,0,0,44,5,13,2,9,3,White
1,0,0,72,0,0,48,0,9,2,4,3,White
1,0,0,40,0,0,44,1,9,1,7,3,White
0,0,0,40,0,0,31,0,14,1,4,3,White
1,0,0,40,0,1,40,0,13,0,12,2,Black
1,0,0,40,0,0,19,0,8,2,6,1,White
1,0,0,40,0,1,50,0,9,0,2,2,White
0,0,0,40,0,0,40,0,8,1,3,3,White
1,0,0,35,0,0,26,0,8,2,1,1,White
0,0,0,40,0,0,41,0,8,2,3,3,White
1,0,0,20,0,1,73,0,9,0,3,2,White
1,0,0,30,0,0,30,1,8,0,1,2,White
0,0,0,40,0,1,31,0,14,0,4,0,White
1,0,0,45,0,0,44,0,13,2,5,3,White
1,0,0,47,20,0,28,0,9,2,6,3,Amer-Indian-Eskimo
1,0,0,63,0,0,34,0,8,0,9,2,Amer-Indian-Eskimo
1,4865,0,40,0,0,21,0,8,2,0,3,White
0,0,0,55,0,1,33,1,10,0,5,0,White
1,0,0,55,0,0,27,0,14,2,0,3,White
0,0,0,35,0,0,19,0,8,2,3,1,Black
1,0,0,40,0,1,65,0,13,0,5,2,White
1,0,0,55,0,1,51,0,8,0,1,2,White
0,0,0,52,0,0,36,4,13,1,5,5,White
0,0,0,30,0,1,39,1,14,0,4,0,White
1,0,0,40,0,0,21,0,8,2,8,4,White
1,0,0,40,0,0,36,0,8,0,1,2,Amer-Indian-Eskimo
0,0,0,40,0,0,39,0,4,1,2,5,White
1,0,0,40,0,0,22,0,8,2,8,1,White
1,0,0,40,0,0,35,5,9,3,10,3,Black
1,0,0,35,0,0,45,1,12,0,4,2,White
0,0,0,40,0,0,49,0,8,1,4,5,White
1,0,0,65,0,0,49,1,13,1,9,3,White
1,0,0,40,0,0,35,0,8,1,1,3,White
1,0,0,40,0,0,21,0,9,2,8,1,White
1,0,0,60,0,0,47,0,13,0,3,2,White
1,0,0,40,0,0,33,0,8,0,10,2,White
1,0,0,40,0,1,67,0,13,0,5,2,White
0,2538,0,40,0,0,70,0,5,4,10,3,White
1,0,0,40,15,1,38,3,9,0,8,2,Asian-Pac-Islander
1,0,0,45,20,0,34,0,5,0,10,2,White
1,0,0,30,36,0,25,0,9,2,12,1,White
1,0,0,40,0,0,32,0,8,2,1,3,White
0,0,1719,30,0,0,19,0,8,2,3,4,Black
1,0,0,35,0,0,18,0,8,2,6,1,White
0,0,0,40,0,0,37,0,6,3,8,5,Black
0,0,0,55,0,0,27,0,13,2,4,3,White
1,0,0,15,0,0,55,0,8,0,2,2,White
0,0,0,35,0,0,23,0,8,0,3,0,Black
0,0,0,40,0,0,52,3,8,2,7,3,White
0,0,0,35,0,0,28,0,8,1,3,5,White
1,0,0,40,0,0,67,0,4,0,10,2,White
1,0,2179,40,0,0,49,4,8,0,7,2,White
1,0,0,40,0,1,37,0,9,0,4,2,White
1,7298,0,40,0,1,29,4,13,0,5,2,White
1,0,0,40,0,0,57,0,8,0,1,2,White
0,0,0,40,0,0,46,4,8,2,2,5,White
0,0,2415,50,0,1,50,4,14,0,8,4,White
1,0,0,40,0,1,49,0,14,0,4,2,White
0,0,0,40,20,0,39,0,8,1,7,5,White
1,0,0,50,0,1,45,0,14,0,0,2,White
1,0,0,48,0,1,46,1,12,0,9,2,White
0,0,0,50,0,1,37,0,11,2,4,3,White
0,7978,0,40,0,0,65,1,14,5,5,3,White
0,0,0,30,0,0,22,0,9,2,8,1,White
0,0,0,30,0,0,27,0,13,2,4,3,White
0,0,0,40,0,0,40,0,11,1,0,3,White
1,0,0,40,0,0,46,0,9,0,1,2,White
0,0,0,40,0,0,28,0,5,6,2,0,White
1,0,0,40,0,0,38,0,8,0,4,2,White
1,0,0,35,0,0,50,0,8,0,8,2,White
0,0,0,35,0,0,36,0,5,2,2,5,White
1,0,0,50,0,1,40,0,13,0,4,2,White
1,0,0,40,0,1,64,0,8,0,3,2,White
0,0,0,40,0,0,24,0,14,2,5,1,White
0,0,0,6,0,1,74,2,13,0,8,0,White
0,0,0,40,0,0,33,0,12,1,0,5,White
0,0,0,40,0,0,47,1,12,3,4,5,White
0,0,0,30,0,0,29,0,8,1,8,5,White
0,0,0,36,0,0,61,0,5,1,8,3,White
0,0,0,40,15,0,53,0,13,1,1,3,Asian-Pac-Islander
0,0,0,40,0,0,59,0,8,0,8,0,White
1,0,0,40,0,0,30,1,8,2,1,5,White
1,0,0,40,0,1,37,0,13,0,5,2,White
1,0,0,40,0,1,38,0,5,0,1,2,White
1,0,1669,40,0,0,23,0,13,2,4,1,White
0,4416,0,24,0,0,21,0,9,2,8,1,White
1,0,0,40,0,0,49,1,8,0,3,2,White
1,7688,0,50,0,1,41,0,11,0,4,2,White
1,0,0,20,0,0,25,0,9,2,3,1,White
1,0,1887,40,0,1,31,1,9,0,4,2,White
0,0,0,30,0,0,36,0,8,0,1,0,White
1,0,0,60,0,1,48,0,14,0,4,2,White
1,0,0,16,0,0,22,0,3,2,6,1,White
1,15024,0,37,0,1,45,0,9,0,0,2,White
0,0,0,20,0,0,17,0,6,2,3,1,White
0,0,0,40,0,0,42,0,13,1,8,3,White
1,0,0,45,0,1,40,0,13,0,5,2,White
1,0,0,40,11,0,33,0,8,0,2,2,Asian-Pac-Islander
1,0,0,35,0,0,27,0,8,2,6,5,White
0,0,0,20,0,0,18,0,8,2,3,1,White
0,0,323,40,0,0,33,0,13,1,5,5,White
1,0,0,60,0,1,40,0,13,0,8,2,Black
0,0,0,37,0,0,27,4,11,2,5,1,Black
0,0,0,40,15,1,35,0,13,0,5,0,Asian-Pac-Islander
1,0,0,40,0,0,74,4,3,0,12,2,White
1,0,0,99,0,1,51,0,12,0,10,2,White
1,0,0,40,29,0,37,0,8,0,8,2,White
0,0,0,20,0,0,18,0,9,2,3,1,Asian-Pac-Islander
0,0,0,35,0,0,43,0,9,1,0,5,Black
1,0,0,40,15,0,44,0,11,0,1,2,White
0,0,0,25,0,0,20,0,9,2,8,3,White
1,0,0,17,0,0,17,0,6,2,6,1,White
1,0,0,40,0,0,36,0,12,2,7,3,White
1,0,0,99,0,1,41,2,13,0,4,2,White
0,0,0,16,0,0,17,2,7,2,8,1,White
0,0,0,40,0,0,52,3,8,1,8,3,White
0,0,0,24,0,0,58,0,8,1,3,3,White
1,0,2002,66,0,0,32,0,8,0,7,2,White
1,0,0,50,0,0,46,0,13,1,1,3,White
0,0,0,40,0,0,56,0,9,1,8,3,White
1,0,0,40,0,0,31,0,6,0,1,2,White
1,0,0,60,0,0,20,0,9,2,12,3,Black
1,15024,0,35,0,1,49,1,10,0,5,2,White
1,0,0,20,0,0,83,1,6,2,9,3,White
1,0,0,40,0,0,49,0,9,0,3,2,White
1,0,0,40,0,0,30,0,8,1,8,5,Black
1,0,1902,40,0,1,44,0,14,0,4,2,Black
0,0,0,80,0,0,19,0,9,2,7,3,White
1,0,0,40,0,0,36,0,8,2,1,1,Black
0,0,0,24,0,0,23,0,6,2,2,3,White
1,0,0,45,20,0,57,1,4,0,9,2,White
1,0,0,35,0,0,22,0,9,2,4,1,Black
1,0,0,45,0,0,33,0,11,0,1,2,White
1,7688,0,50,0,1,39,0,13,0,10,2,Black
1,13550,0,40,0,1,59,2,10,1,5,3,White
1,0,0,50,0,0,33,1,8,0,10,2,White
1,0,0,55,0,1,47,0,9,0,4,2,White
1,0,0,55,0,0,33,0,8,0,3,2,White
1,0,0,40,0,0,34,1,8,0,1,2,White
0,0,1669,45,0,0,35,0,9,2,3,3,Asian-Pac-Islander
1,7298,0,55,0,1,36,0,8,0,8,2,White
1,0,0,45,0,1,35,0,9,0,10,2,White
1,4650,0,40,0,0,31,1,9,2,1,1,Black
0,0,0,4,23,0,47,0,13,1,5,5,White
1,20051,0,65,0,1,70,0,9,0,3,2,White
1,0,0,52,0,0,42,0,9,0,1,2,White
0,0,0,30,0,0,34,1,9,0,9,0,White
1,0,0,60,0,0,58,1,8,0,3,2,White
0,0,2444,40,0,1,25,5,13,2,4,3,White
0,0,0,40,0,0,34,0,8,0,3,0,White
1,0,0,40,0,0,35,0,8,2,2,3,White
0,0,0,50,0,0,25,0,9,2,2,1,White
0,0,0,40,0,0,26,0,11,2,8,1,White
1,0,0,40,0,1,59,3,8,0,8,2,White
1,0,0,50,0,1,28,0,13,0,4,2,White
1,0,0,40,0,0,42,0,8,2,2,3,Black
0,0,0,35,0,0,20,0,9,2,8,1,White
0,0,0,20,0,0,22,0,9,2,2,1,White
0,0,0,40,0,0,38,4,9,2,12,5,Black
0,0,0,24,0,1,38,0,13,0,5,0,White
1,0,0,80,0,0,29,1,8,0,9,2,White
1,0,0,42,0,0,38,0,9,2,0,3,White
1,0,0,55,0,0,38,0,8,2,9,1,White
1,0,0,40,0,0,39,0,12,2,7,1,White
1,0,0,50,0,1,36,0,9,0,4,2,White
1,15024,0,44,0,1,45,0,9,0,2,2,White
1,0,0,35,0,0,28,0,8,2,8,1,White
1,0,0,40,0,0,35,4,7,0,9,2,White
0,0,0,60,0,0,48,0,9,1,4,3,White
1,0,0,40,0,0,64,0,6,0,7,2,Black
1,0,0,50,0,1,56,2,8,0,3,2,White
0,0,0,40,0,0,49,0,8,1,6,3,White
1,0,0,43,0,1,39,0,13,0,5,2,White
0,0,0,24,0,0,70,1,8,0,0,0,White
0,0,0,48,0,0,56,0,8,1,5,3,White
0,0,0,38,0,0,38,0,14,2,4,3,Black
0,0,0,35,36,0,17,0,5,2,1,1,Other
1,3471,0,45,0,0,63,0,3,0,1,2,White
0,0,0,8,0,0,17,0,7,2,2,1,White
1,7298,0,50,0,1,41,1,8,0,10,2,White
1,0,0,30,0,0,39,0,8,0,2,2,White
1,0,0,40,0,1,61,0,8,0,7,2,White
1,0,1902,40,0,1,36,0,13,0,5,2,White
1,0,1977,50,0,1,40,1,10,0,5,2,White
1,0,0,43,0,0,43,0,8,0,7,2,White
1,0,0,25,0,0,18,0,9,2,1,1,White
1,0,0,45,0,1,53,0,7,0,0,2,White
1,0,0,40,0,0,43,0,8,0,2,2,White
0,2964,0,41,0,0,67,4,9,4,2,3,White
1,0,0,50,0,1,36,4,14,2,5,3,White
0,0,0,40,0,0,20,0,9,2,4,5,White
0,0,0,20,0,0,18,0,6,2,8,1,Black
0,0,0,40,0,0,24,0,12,0,1,0,White
1,0,0,40,0,0,60,0,2,3,6,3,Black
0,0,0,30,0,0,23,0,13,2,3,3,White
1,0,0,40,0,0,20,0,9,2,7,3,White
1,0,0,40,0,0,47,4,6,1,2,3,Black
1,0,0,45,0,0,24,0,13,2,3,3,White
0,0,0,40,0,1,41,3,9,0,8,0,Amer-Indian-Eskimo
0,0,0,36,0,0,23,0,9,2,2,5,White
0,0,0,40,0,0,34,4,6,3,2,5,Black
0,0,0,40,0,0,37,0,13,5,4,3,White
1,0,0,25,0,0,17,0,5,2,2,1,White
1,1506,0,40,0,0,37,0,8,2,7,5,White
0,0,0,43,0,1,39,0,9,0,4,0,White
1,3103,0,40,0,1,43,3,12,0,5,2,White
1,0,1721,35,0,0,19,4,9,2,12,1,White
1,7298,0,40,0,1,39,0,8,0,6,2,White
0,0,0,15,0,0,22,0,13,2,4,1,White
1,0,0,40,0,1,42,0,13,2,3,3,White
0,0,0,40,0,0,28,5,9,1,8,3,Black
1,0,0,44,20,0,60,0,2,0,9,2,White
0,0,0,40,0,0,25,0,8,2,3,5,White
1,0,0,65,0,1,34,0,10,0,5,2,White
1,0,0,45,0,1,34,0,8,0,3,2,White
0,15024,0,40,0,1,47,1,14,0,4,0,White
0,0,0,30,20,0,30,0,1,3,11,4,White
1,0,0,55,0,0,36,0,9,1,8,3,White
1,15024,0,50,0,1,52,0,14,0,4,2,White
0,0,0,40,0,0,30,0,13,2,3,4,White
0,0,0,35,0,0,22,0,9,2,8,1,White
0,0,0,30,0,0,50,2,8,0,3,0,White
1,27828,0,40,0,1,47,0,14,1,3,3,White
1,0,0,25,0,0,31,0,9,0,1,2,White
0,0,0,20,3,0,22,0,9,0,3,0,White
1,0,0,40,0,0,39,0,9,0,3,2,White
1,0,0,40,0,0,35,1,13,0,3,2,White
0,0,0,32,0,0,40,0,8,1,8,5,White
0,0,0,20,0,0,22,0,9,2,3,1,White
0,0,0,24,0,0,20,5,8,2,0,1,White
1,0,0,45,0,0,30,0,12,2,7,3,White
1,0,0,40,0,0,33,0,8,0,3,2,White
1,0,0,45,0,1,37,0,9,0,10,2,White
1,0,0,40,0,1,31,0,13,0,1,2,White
1,0,0,43,0,0,44,3,13,0,8,2,White
0,0,0,40,0,0,31,0,8,3,0,3,White
0,0,0,40,0,0,52,0,5,4,3,5,Black
1,0,0,40,0,0,22,0,9,2,2,3,White
1,0,0,40,20,0,32,0,2,0,1,2,White
1,8614,0,45,0,1,30,0,13,2,4,3,White
1,0,0,45,0,0,55,1,14,1,4,3,White
0,0,0,37,0,0,55,0,8,1,3,5,White
0,0,0,44,0,1,39,4,13,2,5,3,White
1,0,0,40,0,0,44,0,14,0,1,2,Black
0,0,0,40,0,0,56,0,4,3,2,5,Black
0,0,0,43,0,0,45,0,11,1,5,5,White
1,4386,0,40,0,1,38,0,11,0,1,2,White
1,99999,0,60,0,1,32,2,13,0,4,2,White
1,0,0,40,0,0,30,0,8,0,4,2,White
1,0,1977,60,0,1,48,0,13,0,4,2,White
1,0,0,45,0,1,41,0,11,0,3,2,White
1,0,0,40,0,0,24,0,8,2,1,1,White
1,0,0,48,0,1,49,0,8,0,10,2,Black
0,0,0,15,0,0,17,0,5,2,3,3,White
1,0,0,40,0,0,23,0,9,0,3,2,White
1,3103,0,84,19,0,51,1,8,0,3,2,Asian-Pac-Islander
0,0,0,40,0,0,63,3,8,4,8,3,White
