@relation 'adult.test_income_AM3-weka.filters.unsupervised.attribute.MergeManyValues-Clast-L<50k-R1-weka.filters.unsupervised.attribute.MergeManyValues-Clast-L>50k-R1-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Reorder-Rlast,first-13-weka.filters.unsupervised.attribute.Reorder-Rlast,first-13-weka.filters.unsupervised.attribute.Reorder-Rlast,first-13-weka.filters.unsupervised.attribute.Reorder-Rlast,first-13-weka.filters.unsupervised.attribute.Reorder-Rlast,first-13-weka.filters.unsupervised.attribute.Reorder-Rlast,first-13-weka.filters.unsupervised.attribute.Reorder-Rlast,first-13-weka.filters.unsupervised.attribute.Reorder-Rlast,first-13-weka.filters.unsupervised.attribute.Reorder-Rlast,first-13-weka.filters.unsupervised.attribute.Reorder-Rlast,first-13-weka.filters.unsupervised.attribute.Reorder-Rlast,first-13-weka.filters.unsupervised.attribute.Remove-R1'

@attribute Marital-status {0,1,2,3,4,5,6}
@attribute Occupation {0,1,2,3,4,5,6,7,8,9,10,11,12,13}
@attribute Relationship {0,1,2,3,4,5}
@attribute Race {0,1,2,3,4}
@attribute Sex {0,1}
@attribute Capital-gain numeric
@attribute Capital-loss numeric
@attribute Hours-per-week numeric
@attribute Native-country {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40}
@attribute Income {0,1}
@attribute Age numeric
@attribute Workclass {0,1,2,3,4,5,6,7}
@attribute Education {Bachelors,Some-college,11th,HS-grad,Prof-school,Assoc-acdm,Assoc-voc,9th,7th-8th,12th,Masters,1st-4th,10th,Doctorate,5th-6th,Preschool}

@data
2,6,3,0,1,0,0,40,0,0,24,0,HS-grad
0,3,2,0,1,0,0,40,0,1,56,1,Masters
0,4,2,0,1,0,0,60,0,0,35,1,Some-college
0,9,2,0,1,0,0,70,0,0,64,0,HS-grad
0,4,2,0,1,0,0,37,26,1,47,0,Some-college
2,1,4,1,1,0,0,35,11,0,28,0,HS-grad
2,9,1,0,1,0,0,35,0,0,37,0,HS-grad
3,3,3,0,1,0,0,40,0,0,35,0,Some-college
0,1,2,0,1,0,1887,50,0,1,42,0,HS-grad
2,1,3,0,1,0,0,50,0,0,29,1,HS-grad
0,0,2,0,1,0,0,40,0,0,47,0,HS-grad
1,8,5,0,0,1471,0,40,0,0,38,3,Assoc-acdm
0,6,2,0,1,0,0,40,36,0,48,0,1st-4th
1,8,5,0,0,0,0,40,0,0,42,0,Some-college
0,10,2,0,1,0,0,40,0,0,52,0,11th
2,1,3,4,1,0,0,40,0,0,26,0,Some-college
2,4,3,0,1,0,0,40,0,0,22,0,HS-grad
2,1,1,0,1,0,0,18,0,0,20,2,Some-college
0,9,2,0,1,7688,0,72,0,1,52,1,Some-college
0,4,2,0,1,0,0,55,0,1,37,0,Masters
1,8,1,0,1,0,0,52,0,0,38,0,Some-college
0,4,2,0,1,15024,0,45,0,1,63,0,Bachelors
2,7,3,0,1,0,0,40,0,0,28,0,Assoc-acdm
2,2,3,0,1,0,0,24,0,0,24,0,Some-college
2,7,3,0,1,0,0,40,20,0,22,0,10th
0,4,2,4,1,0,0,40,0,0,22,0,Some-college
0,5,2,0,1,20051,0,48,0,1,72,2,Prof-school
2,5,3,0,0,0,0,20,0,0,37,5,Bachelors
0,4,2,0,1,0,0,22,0,0,70,4,HS-grad
0,4,2,0,1,0,0,55,0,1,51,0,Bachelors
2,8,3,0,0,4101,0,40,0,0,35,5,Bachelors
1,2,5,0,0,0,0,99,0,1,33,5,Some-college
0,4,2,0,1,0,0,20,12,0,73,4,Masters
0,10,2,0,1,0,0,40,0,0,38,0,HS-grad
0,1,2,0,1,0,0,40,9,1,58,0,HS-grad
0,3,2,4,1,0,1977,60,0,1,46,0,Some-college
1,3,3,0,0,0,0,16,0,0,48,0,Some-college
0,1,2,0,1,0,0,56,0,0,29,0,Some-college
0,10,2,0,1,0,0,56,0,0,56,5,Doctorate
2,8,5,0,0,0,0,40,0,0,25,0,Some-college
0,9,2,0,1,0,0,80,0,0,25,0,Some-college
2,4,3,0,0,0,0,40,0,0,49,0,10th
0,12,2,0,1,0,0,40,0,0,40,3,Bachelors
2,8,1,0,0,0,0,40,0,0,20,3,HS-grad
1,8,3,0,0,0,0,37,0,0,54,0,Some-college
1,3,5,0,0,0,0,25,0,0,29,0,HS-grad
2,3,1,0,1,1055,0,30,0,0,20,0,Some-college
0,6,2,0,1,0,0,40,0,0,26,0,Some-college
0,5,2,0,1,0,0,31,12,1,39,2,Prof-school
0,3,2,0,1,0,0,50,0,1,40,2,HS-grad
2,12,1,0,1,0,0,40,0,0,19,5,HS-grad
1,8,3,0,0,0,0,40,0,0,40,0,HS-grad
0,4,2,0,1,0,0,40,0,0,28,0,Bachelors
0,4,2,0,1,0,0,37,0,0,24,0,HS-grad
0,5,2,0,1,0,0,60,0,1,53,3,Prof-school
2,4,5,4,0,0,0,40,0,0,51,0,Some-college
0,3,2,1,1,0,0,60,10,0,42,1,HS-grad
1,3,3,0,0,0,0,40,0,0,49,2,Some-college
6,4,0,0,0,0,1485,35,0,1,58,1,Doctorate
0,10,2,0,1,5013,0,40,0,0,34,0,HS-grad
0,6,2,0,1,0,0,32,0,0,63,0,9th
1,4,3,0,1,0,0,55,0,0,28,0,HS-grad
2,5,1,0,1,0,2258,40,0,0,36,3,Bachelors
0,5,2,0,1,7688,0,60,0,1,57,0,Some-college
0,4,2,0,1,0,0,40,0,1,31,0,Bachelors
0,3,0,1,0,0,0,25,8,1,31,0,Masters
0,5,2,0,1,0,0,60,0,0,49,2,HS-grad
0,10,2,0,1,0,0,40,0,0,38,0,HS-grad
2,7,1,0,1,0,0,40,0,0,21,0,HS-grad
2,5,3,0,1,0,0,20,0,0,24,0,Bachelors
2,8,1,0,0,0,0,15,0,0,18,0,11th
4,5,5,2,0,0,0,40,0,0,48,3,Bachelors
2,6,1,4,1,0,0,40,0,0,19,0,HS-grad
3,2,5,0,0,0,0,40,0,0,40,0,Some-college
1,4,5,0,0,0,0,38,0,0,51,5,HS-grad
2,12,1,0,1,0,0,40,0,0,20,0,Some-college
2,6,1,0,1,0,0,40,0,0,21,0,Assoc-acdm
2,10,3,0,1,0,0,10,0,0,74,0,HS-grad
0,3,2,0,1,0,0,55,0,1,39,0,Some-college
0,4,2,0,1,15024,0,55,0,1,50,1,Bachelors
2,8,5,0,0,0,0,40,0,0,65,0,HS-grad
1,2,5,4,0,0,0,40,0,0,34,0,HS-grad
0,7,0,0,0,0,0,40,0,0,27,0,HS-grad
2,1,1,0,1,0,0,45,0,0,28,1,HS-grad
1,6,3,0,0,0,0,20,0,0,75,0,HS-grad
0,3,2,0,1,0,0,50,0,0,23,0,HS-grad
2,7,3,0,1,0,0,40,0,0,29,0,Assoc-voc
2,7,4,0,1,0,0,40,0,0,34,0,HS-grad
2,8,3,4,0,0,0,37,0,0,62,0,HS-grad
0,4,2,0,1,15024,0,48,0,1,44,0,Bachelors
0,8,2,0,1,0,0,38,0,0,47,0,HS-grad
0,6,2,0,1,0,0,60,0,0,36,0,9th
4,1,5,0,1,0,0,51,0,0,55,0,HS-grad
0,1,2,0,1,7298,0,55,0,1,33,2,Some-college
0,1,2,0,1,0,0,48,0,0,27,0,Assoc-voc
4,1,4,1,0,0,0,40,1,0,60,0,HS-grad
0,1,2,4,1,0,0,40,0,0,43,3,HS-grad
4,8,3,0,0,0,0,40,0,1,64,0,HS-grad
1,8,3,0,0,0,0,40,0,0,35,0,HS-grad
1,8,5,0,0,0,0,38,0,0,38,0,Assoc-voc
2,0,3,0,1,0,0,40,0,1,36,0,Assoc-voc
2,5,3,0,0,0,0,55,0,0,35,4,Bachelors
1,3,5,0,0,0,0,28,0,0,47,0,11th
0,4,2,0,1,15024,0,45,0,1,35,0,Bachelors
1,8,3,1,0,0,1668,20,0,0,71,0,HS-grad
1,4,3,0,1,0,0,60,0,0,32,0,HS-grad
0,2,2,0,1,0,0,35,0,0,41,0,Some-college
0,4,2,0,1,6514,0,40,0,1,70,0,Some-college
0,1,2,0,1,0,0,50,0,0,36,0,HS-grad
1,2,5,0,0,0,0,50,0,0,30,5,HS-grad
2,8,3,0,0,0,0,17,0,0,22,5,Some-college
2,2,1,0,1,0,0,35,0,0,19,0,HS-grad
0,3,2,0,1,0,0,65,0,0,45,1,Some-college
0,7,3,0,0,0,0,40,20,0,22,0,11th
0,10,2,0,1,0,0,30,0,0,31,0,HS-grad
2,2,3,0,1,0,0,45,0,0,29,0,Some-college
2,2,1,0,0,0,0,18,0,0,17,0,10th
1,2,3,2,0,0,0,20,0,0,40,1,9th
1,4,5,0,0,0,0,38,0,0,45,0,HS-grad
4,3,5,0,1,0,0,60,0,0,54,1,Bachelors
0,4,2,0,1,7688,0,40,0,1,54,0,HS-grad
1,8,5,0,0,0,0,40,0,0,39,0,Bachelors
1,0,3,0,1,0,0,40,0,0,42,5,Some-college
2,5,3,0,1,0,0,50,0,0,27,0,Bachelors
2,3,3,0,1,0,0,30,0,0,22,0,Some-college
0,7,2,0,1,0,0,56,0,0,61,0,Some-college
1,7,3,0,1,0,0,40,0,0,40,0,10th
2,6,5,0,1,0,0,30,0,0,26,0,HS-grad
2,4,3,0,0,0,0,50,0,1,35,0,Bachelors
2,6,1,0,0,0,0,30,0,0,21,0,HS-grad
0,9,2,0,1,6514,0,40,0,1,71,1,7th-8th
0,4,2,0,1,0,0,45,0,1,47,0,Some-college
2,3,1,0,0,0,0,40,0,0,23,0,Some-college
2,2,1,0,1,0,0,44,8,0,23,0,Some-college
0,7,2,0,1,0,0,42,0,0,32,0,HS-grad
2,5,3,0,1,0,1564,50,0,1,28,0,Bachelors
0,10,2,0,1,6514,0,40,0,1,71,0,7th-8th
2,7,5,1,1,0,0,40,15,0,33,0,HS-grad
3,8,5,4,0,0,0,40,0,0,47,4,Assoc-acdm
2,6,3,0,1,0,0,40,0,0,31,0,HS-grad
1,5,5,3,1,4787,0,35,20,1,51,0,Masters
2,2,4,4,1,0,0,50,0,0,33,0,HS-grad
0,7,2,0,1,0,0,40,0,1,35,0,Some-college
2,1,3,0,1,0,0,40,0,0,25,0,Assoc-acdm
3,7,3,0,1,3674,0,52,0,0,35,0,HS-grad
2,9,1,0,1,0,0,40,0,0,27,1,HS-grad
2,2,1,0,0,0,0,30,0,0,23,0,Some-college
3,1,3,0,1,0,0,35,0,0,43,0,HS-grad
0,10,2,0,1,0,0,50,0,0,43,0,Some-college
2,6,5,0,1,0,1974,45,0,0,22,0,HS-grad
2,9,4,0,1,0,0,60,21,0,31,0,7th-8th
0,7,2,0,1,0,0,40,0,1,43,0,Some-college
2,5,3,1,1,4650,0,40,19,0,26,0,Bachelors
0,10,2,0,1,0,0,20,0,0,78,1,7th-8th
2,8,3,0,1,0,0,60,0,0,38,0,HS-grad
3,5,5,0,0,0,0,50,0,1,39,0,Bachelors
2,7,1,0,1,0,0,40,0,0,21,0,HS-grad
2,8,5,2,0,0,0,40,0,0,30,0,Assoc-acdm
0,7,2,0,1,0,0,40,0,0,36,0,12th
1,8,5,0,0,0,0,40,26,0,50,5,Assoc-voc
0,6,2,0,1,0,0,40,20,0,31,0,5th-6th
2,4,3,0,0,2174,0,50,0,0,34,0,Some-college
2,5,3,0,1,0,0,20,0,0,24,5,Bachelors
0,2,2,0,1,0,0,40,0,0,43,1,11th
2,3,3,0,1,0,0,47,0,0,37,0,HS-grad
0,1,2,0,1,0,0,40,0,0,33,5,HS-grad
1,8,3,0,0,0,0,22,0,0,64,0,HS-grad
0,8,2,0,1,0,0,40,0,1,31,0,Bachelors
4,8,5,0,0,0,0,40,0,0,69,4,Assoc-acdm
2,3,1,0,1,0,0,25,0,0,19,0,11th
0,3,2,0,1,0,1977,40,0,1,23,2,HS-grad
3,2,5,4,1,0,0,22,0,0,48,0,11th
2,1,3,0,1,0,0,40,0,0,25,0,Some-college
1,1,3,0,1,0,0,45,0,0,57,0,Bachelors
3,3,1,0,1,0,0,40,0,0,27,0,HS-grad
2,7,3,4,0,0,0,40,0,0,23,0,Some-college
0,7,0,4,0,0,0,40,0,0,26,0,HS-grad
0,0,2,0,1,0,0,40,0,0,41,5,Assoc-voc
0,9,2,0,1,0,0,60,0,0,64,1,7th-8th
2,5,3,0,1,0,0,40,0,0,27,5,Bachelors
1,1,3,0,1,0,0,45,0,0,27,0,HS-grad
2,8,1,0,0,0,0,40,0,0,26,0,Some-college
0,10,2,0,1,0,0,45,0,0,34,0,9th
0,12,2,0,1,0,0,40,33,0,68,0,HS-grad
0,4,2,0,1,0,0,50,0,1,40,0,HS-grad
2,10,3,0,1,0,0,40,0,0,35,0,Some-college
0,7,2,0,1,7688,0,40,0,1,59,0,HS-grad
2,3,3,0,0,0,0,40,0,0,27,0,HS-grad
0,1,2,0,1,0,1740,40,0,0,27,0,Assoc-voc
0,4,2,0,1,0,0,40,0,1,45,0,HS-grad
2,2,1,0,0,0,0,40,4,0,49,0,HS-grad
2,4,1,0,1,0,0,40,0,0,27,0,HS-grad
1,0,5,4,0,0,0,38,0,0,47,0,10th
0,4,2,0,1,7298,0,52,0,1,42,2,Assoc-voc
0,4,2,0,1,0,0,60,0,1,56,0,Doctorate
0,2,0,0,0,0,0,2,0,0,35,1,10th
0,1,2,0,1,5178,0,40,0,1,41,0,HS-grad
2,1,3,0,1,0,0,32,0,0,45,0,Bachelors
4,4,5,0,1,0,0,38,0,0,23,0,HS-grad
2,7,1,0,1,0,0,40,0,0,38,0,HS-grad
2,12,3,4,1,0,0,30,0,0,23,5,Some-college
1,3,3,0,0,0,0,40,0,0,49,0,HS-grad
2,0,4,0,0,0,0,40,0,0,23,0,Some-college
0,8,2,0,1,0,0,38,0,1,45,5,Bachelors
2,5,3,1,1,0,0,1,8,0,29,0,Bachelors
0,1,2,0,1,3103,0,45,0,1,25,0,Assoc-acdm
0,4,2,0,1,0,0,45,0,1,35,0,HS-grad
2,1,3,0,1,0,0,40,0,0,28,0,HS-grad
0,4,2,0,1,0,0,40,0,1,39,1,HS-grad
0,1,2,0,1,0,0,40,4,1,49,1,HS-grad
0,4,2,0,1,7688,0,45,0,1,41,0,Bachelors
1,3,3,0,0,0,0,40,0,0,51,0,HS-grad
2,4,3,0,1,0,0,40,0,0,51,5,Some-college
0,1,2,0,1,0,0,52,0,0,42,0,Some-college
0,4,2,4,1,15024,0,45,0,1,37,0,Assoc-voc
0,4,2,0,1,0,0,60,0,0,48,1,Bachelors
0,3,2,0,1,0,0,50,0,0,28,0,Some-college
2,2,1,0,0,2907,0,35,0,0,20,0,Some-college
0,5,2,0,1,0,0,35,0,1,31,5,Masters
0,10,2,0,1,0,0,55,0,0,52,0,HS-grad
0,8,2,1,1,0,0,50,15,0,51,0,Bachelors
0,9,2,0,1,0,0,40,0,0,57,0,HS-grad
2,1,1,0,1,0,0,20,0,0,19,0,9th
0,8,0,0,0,0,0,12,0,1,46,0,HS-grad
1,5,5,4,0,0,1741,40,0,0,56,0,Bachelors
0,7,2,0,1,2105,0,40,0,0,64,0,5th-6th
1,2,3,0,0,0,0,40,0,0,26,0,10th
4,8,5,0,0,0,0,30,0,0,40,0,Assoc-voc
1,3,3,0,1,10520,0,40,0,1,55,0,Masters
2,1,1,0,1,0,0,40,0,0,31,0,HS-grad
2,1,1,0,1,0,2205,40,0,0,21,0,HS-grad
0,6,1,1,1,0,0,40,15,0,40,0,Assoc-voc
2,9,3,0,0,0,0,32,0,0,43,0,Prof-school
1,8,5,0,1,0,0,41,0,0,67,0,Masters
0,5,2,0,1,0,0,40,0,1,48,0,Masters
1,4,5,0,1,0,2824,48,0,1,33,0,Some-college
0,10,2,0,1,0,0,73,0,0,31,0,HS-grad
0,4,0,0,0,0,0,40,0,0,27,0,HS-grad
1,8,3,0,0,0,0,39,0,0,50,5,Some-college
2,2,3,0,1,0,0,60,0,0,26,0,HS-grad
0,4,2,0,1,0,0,70,0,1,36,0,Masters
1,3,1,0,0,0,0,35,0,0,32,0,10th
0,3,2,4,1,0,0,40,0,1,44,0,HS-grad
1,9,3,0,1,0,0,50,0,0,46,0,HS-grad
2,6,5,4,1,0,0,40,0,0,39,3,HS-grad
0,3,2,0,1,0,0,45,0,0,25,0,Assoc-acdm
2,8,3,0,0,0,0,8,0,0,22,5,Some-college
1,1,3,0,1,0,0,60,0,0,51,0,HS-grad
1,1,1,0,1,0,0,40,0,0,26,0,Some-college
2,4,3,0,1,0,0,65,0,0,37,5,Masters
4,5,5,0,1,0,0,20,0,0,62,1,Some-college
1,8,3,0,0,0,0,25,0,0,47,3,Some-college
2,0,1,0,0,0,0,40,0,0,23,0,Bachelors
0,4,2,0,1,0,0,48,0,1,57,1,Some-college
2,5,1,0,1,0,0,25,0,0,20,0,Some-college
1,5,5,0,0,0,0,36,0,0,43,4,Assoc-voc
0,1,2,0,1,0,0,45,0,0,34,0,Some-college
2,1,3,0,1,0,0,50,0,0,42,0,HS-grad
4,5,5,3,0,0,0,35,3,0,47,0,HS-grad
2,3,5,0,0,0,0,40,0,0,25,0,HS-grad
2,2,1,0,1,1055,0,20,0,0,17,0,11th
0,5,2,0,1,0,0,55,0,1,44,0,Doctorate
0,8,2,0,1,7298,0,50,0,1,27,3,Assoc-voc
0,1,0,2,0,0,0,27,0,1,34,0,Assoc-voc
0,4,2,0,1,0,0,50,0,1,35,0,Masters
0,4,0,0,0,0,0,55,0,0,32,0,Some-college
4,4,3,4,0,0,0,45,0,0,41,2,Bachelors
0,4,2,0,1,0,0,20,0,0,67,4,Bachelors
2,8,5,4,0,0,0,37,0,0,22,0,Some-college
0,4,2,0,1,0,0,60,0,1,32,5,HS-grad
1,4,3,0,1,0,0,12,0,0,82,1,HS-grad
2,1,5,0,1,0,0,40,0,0,22,0,11th
1,8,5,0,0,0,0,35,0,0,32,0,Assoc-voc
3,2,3,0,0,0,0,24,0,0,58,0,7th-8th
2,7,1,0,0,0,0,40,0,0,20,0,HS-grad
1,4,3,0,0,0,0,40,0,0,53,0,HS-grad
4,8,4,0,0,0,0,25,0,0,58,4,Some-college
0,4,2,0,1,0,0,55,0,1,59,2,Assoc-voc
0,4,2,0,1,0,0,60,0,1,40,0,Bachelors
1,2,3,0,0,0,0,48,0,0,47,0,12th
2,0,3,0,0,0,0,40,0,0,31,0,Bachelors
2,2,1,0,0,0,0,10,0,0,18,0,11th
0,12,2,0,1,0,0,40,0,0,34,5,Some-college
1,3,5,0,0,0,0,23,0,0,58,0,HS-grad
2,1,5,0,1,0,0,40,0,0,62,0,12th
0,4,0,1,0,7688,0,50,0,1,56,0,Bachelors
1,2,3,4,1,0,0,64,0,0,65,0,10th
2,2,3,0,0,0,0,30,0,0,38,0,Some-college
0,1,2,0,1,0,1485,40,0,0,35,2,HS-grad
1,8,5,4,0,0,0,40,0,0,33,4,Some-college
0,5,2,0,1,0,0,40,0,1,34,0,Bachelors
0,4,2,0,1,0,1485,40,0,1,40,0,HS-grad
1,6,3,1,1,0,0,40,19,0,38,0,HS-grad
2,8,1,4,1,0,0,40,0,0,35,0,Some-college
2,2,5,4,0,0,0,40,0,0,29,4,HS-grad
4,8,5,0,0,0,0,40,0,0,64,0,HS-grad
0,1,2,0,1,0,0,38,0,0,66,0,Assoc-voc
0,7,0,0,0,0,0,40,0,0,31,0,Some-college
2,0,1,0,0,0,0,40,0,0,23,0,Some-college
2,8,4,0,0,0,0,40,0,0,19,0,HS-grad
2,10,1,0,1,0,0,24,0,0,20,0,Some-college
1,7,5,0,0,0,0,40,0,0,58,0,7th-8th
2,1,3,0,1,0,0,35,0,0,53,1,HS-grad
0,4,2,0,1,0,0,20,17,0,56,1,Bachelors
1,4,5,2,1,0,0,8,0,0,55,4,HS-grad
1,3,3,0,1,0,0,32,0,0,54,0,Assoc-acdm
0,4,2,0,1,7688,0,50,0,1,39,2,Bachelors
0,1,2,0,1,0,0,40,0,1,36,0,Some-college
0,3,2,0,1,0,0,40,0,1,43,1,Bachelors
0,12,2,0,1,0,0,56,0,0,43,4,Assoc-voc
1,5,3,0,0,0,0,40,0,0,42,0,Assoc-acdm
0,5,2,0,1,0,0,40,0,1,55,0,Some-college
0,8,2,0,1,0,0,27,0,0,38,5,Some-college
0,1,2,4,1,0,0,40,18,0,42,0,HS-grad
0,3,0,0,0,0,0,60,0,0,52,0,HS-grad
0,3,0,0,0,0,0,40,0,0,51,2,HS-grad
0,3,2,0,1,0,1740,40,0,0,37,0,HS-grad
2,2,1,0,0,0,0,37,0,0,20,0,Some-college
0,1,2,0,1,0,0,40,0,0,49,0,9th
0,5,2,4,1,0,0,35,0,0,33,0,Masters
5,1,3,0,1,0,0,40,0,0,35,1,Some-college
2,2,3,0,1,0,0,27,0,0,31,1,HS-grad
0,10,2,0,1,0,0,50,0,0,59,0,HS-grad
2,5,3,0,1,99999,0,55,0,1,40,2,Doctorate
0,7,2,0,1,0,0,40,20,0,47,0,1st-4th
2,2,3,0,0,0,0,35,4,0,22,0,Bachelors
2,7,3,0,0,0,0,38,0,0,25,0,9th
1,1,3,0,1,0,0,50,0,0,32,1,11th
0,5,2,0,1,0,0,40,0,0,34,0,Bachelors
0,3,0,0,0,0,0,40,0,0,39,0,Some-college
2,4,3,0,0,0,0,40,0,0,22,0,Bachelors
2,5,3,0,0,0,0,40,0,0,25,0,Bachelors
0,5,2,0,1,0,2415,50,0,1,64,1,Masters
4,6,4,0,1,0,0,20,32,0,78,0,1st-4th
0,2,2,0,1,0,0,50,0,0,28,0,HS-grad
2,7,1,0,1,0,0,40,0,0,27,0,HS-grad
0,3,2,0,1,7688,0,60,0,1,32,2,Bachelors
0,1,2,0,1,0,0,50,0,0,30,0,Some-college
0,12,2,0,1,15024,0,72,0,1,45,3,Assoc-acdm
2,2,1,0,0,0,0,20,0,0,20,0,Some-college
0,10,2,0,1,0,0,40,0,0,59,0,11th
2,5,3,0,0,0,0,40,0,0,40,0,Bachelors
2,8,1,4,0,0,0,40,0,0,36,0,HS-grad
0,3,2,0,1,0,0,56,0,1,55,0,HS-grad
0,8,2,0,1,0,0,55,0,1,43,3,HS-grad
1,7,3,0,1,0,0,40,0,0,30,0,HS-grad
4,8,3,0,0,0,0,10,0,0,75,5,Some-college
1,4,3,0,1,0,0,40,0,0,40,0,Bachelors
2,1,3,0,1,0,0,42,0,1,41,0,HS-grad
0,4,2,0,1,0,0,65,0,1,41,0,Some-college
2,5,3,0,0,0,0,40,0,0,39,5,Bachelors
0,10,2,0,1,0,0,70,0,0,48,0,10th
0,2,2,4,1,0,0,40,0,0,39,0,HS-grad
2,0,1,0,1,0,0,40,0,0,24,0,Some-college
1,1,3,4,1,0,0,40,0,0,40,0,HS-grad
0,1,2,0,1,0,1887,40,0,1,49,0,Some-college
1,8,5,0,0,0,1980,40,0,0,51,3,HS-grad
0,4,2,0,1,0,0,50,0,1,60,1,Bachelors
0,5,2,0,1,0,1977,70,0,1,48,0,Prof-school
0,4,2,0,1,0,0,60,0,1,58,0,Masters
0,6,2,0,1,0,0,40,0,0,36,0,Bachelors
0,3,2,0,1,0,0,60,0,0,45,0,HS-grad
1,0,3,0,0,0,0,40,0,0,52,0,Assoc-voc
0,1,2,0,1,0,0,40,0,0,38,3,HS-grad
0,8,2,0,1,0,0,40,0,0,34,3,Assoc-acdm
2,1,3,4,1,0,0,40,0,0,34,0,HS-grad
1,10,3,0,1,0,0,40,0,0,55,5,Some-college
0,1,2,0,1,4386,0,40,0,1,55,4,HS-grad
0,3,2,0,1,0,0,40,0,0,24,0,Bachelors
0,12,0,0,0,0,0,15,0,1,39,0,HS-grad
0,7,2,0,1,0,0,45,0,1,40,0,HS-grad
2,3,3,0,1,0,0,60,0,1,26,1,Bachelors
0,3,0,1,0,0,0,40,7,0,53,0,Assoc-acdm
0,3,2,0,1,0,0,60,0,1,44,0,HS-grad
0,4,2,0,1,0,0,45,0,1,36,0,Some-college
2,2,3,4,0,0,0,10,0,0,21,0,Some-college
0,5,0,0,0,0,0,40,0,1,31,0,Assoc-acdm
0,2,2,0,1,0,0,40,0,1,53,0,HS-grad
3,7,1,4,1,0,0,40,0,0,44,0,HS-grad
2,4,3,0,0,0,0,40,0,0,46,0,Some-college
1,6,4,4,1,0,0,40,0,0,44,0,Some-college
2,3,3,0,1,0,0,50,0,0,23,0,Some-college
1,1,3,0,1,0,0,40,0,0,50,0,HS-grad
1,8,3,0,0,0,0,38,0,0,60,0,HS-grad
3,8,3,4,1,0,0,40,0,0,53,3,Bachelors
0,3,2,0,1,0,1902,60,0,1,63,1,Some-college
0,12,2,0,1,0,0,42,0,1,49,4,Bachelors
0,0,0,4,0,0,0,35,0,0,37,0,HS-grad
3,4,3,0,1,0,2258,70,0,0,39,0,HS-grad
2,1,4,0,1,0,0,45,0,0,25,0,HS-grad
0,8,2,0,1,0,0,38,0,1,32,5,Bachelors
0,0,2,0,1,0,0,35,0,0,54,0,Some-college
3,1,1,0,1,0,0,40,0,0,40,1,HS-grad
0,4,2,0,1,0,0,45,0,1,34,0,HS-grad
2,2,1,4,1,0,0,25,0,0,19,0,HS-grad
0,7,2,0,1,0,0,40,21,1,56,0,5th-6th
5,2,1,0,0,0,0,28,0,0,36,0,Some-college
1,3,3,0,1,0,0,50,0,0,60,0,Masters
2,5,3,0,1,0,0,35,0,0,38,0,Assoc-acdm
0,8,2,0,1,0,0,40,0,0,41,0,Some-college
2,2,1,0,1,0,0,24,0,0,18,0,10th
0,4,2,0,1,0,1902,1,0,1,62,0,Bachelors
2,4,4,0,0,0,0,40,0,0,23,0,Some-college
0,9,2,0,1,0,0,50,0,0,55,1,HS-grad
2,3,3,0,1,13550,0,45,0,1,47,0,Some-college
2,4,1,0,0,0,0,40,23,0,22,0,Some-college
1,2,3,0,0,0,0,10,0,0,63,0,Bachelors
0,7,2,0,1,0,0,35,0,0,44,0,Some-college
2,4,3,0,1,8614,0,50,0,1,46,0,Some-college
0,7,2,0,1,0,0,40,20,0,28,0,Some-college
0,4,2,0,1,0,0,45,0,0,42,1,Bachelors
0,2,2,0,1,0,0,40,0,1,51,0,Bachelors
0,3,2,0,1,0,0,78,0,0,38,2,HS-grad
2,3,1,4,1,0,0,20,0,0,23,0,HS-grad
0,6,2,0,1,0,0,40,0,0,46,0,5th-6th
2,8,1,0,1,0,0,20,0,0,27,0,HS-grad
0,10,2,0,1,0,0,84,0,0,57,0,Some-college
4,3,1,1,0,0,0,50,0,0,40,0,Masters
0,4,2,0,1,15024,0,50,0,1,50,0,Prof-school
2,3,1,0,1,0,0,15,0,0,19,0,HS-grad
2,8,3,0,0,0,0,40,0,0,39,0,HS-grad
1,1,5,0,1,0,0,50,0,0,28,0,HS-grad
1,4,3,0,0,0,0,45,0,0,38,0,Assoc-voc
2,6,3,0,1,0,0,40,0,0,22,1,HS-grad
0,5,2,0,1,0,0,61,0,1,41,4,Masters
2,1,3,0,0,0,0,40,0,0,23,0,11th
2,1,1,0,1,0,0,40,31,0,21,0,5th-6th
0,1,2,0,1,5178,0,50,0,1,59,0,7th-8th
2,8,1,0,1,0,0,50,0,0,18,0,Some-college
0,5,2,0,1,0,0,40,0,1,36,0,Bachelors
1,8,3,4,0,0,0,40,0,0,50,0,HS-grad
0,8,0,0,0,0,0,40,0,1,42,4,Some-college
4,2,3,4,1,0,0,40,0,0,61,0,11th
0,4,0,0,0,5178,0,40,4,1,49,0,Some-college
0,3,0,0,0,0,0,16,0,1,46,0,Bachelors
4,8,5,0,0,0,0,28,0,0,52,4,HS-grad
1,4,3,0,1,0,0,40,20,0,52,0,Bachelors
4,3,5,0,0,0,0,26,0,0,74,0,HS-grad
1,0,3,0,1,0,0,40,0,0,65,1,Prof-school
2,4,1,0,1,0,0,40,0,0,23,0,Bachelors
2,2,5,4,0,0,0,40,0,0,23,0,Some-college
