@relation adult.test_income_AM3-weka.filters.unsupervised.attribute.MergeManyValues-Clast-L<50k-R1-weka.filters.unsupervised.attribute.MergeManyValues-Clast-L>50k-R1-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Remove-R4

@attribute Age numeric
@attribute Workclass {0,1,2,3,4,5,6,7}
@attribute Education {13,9,6,8,10,11,12,4,3,7,14,1,5,15,2,0}
@attribute Marital-status {0,1,2,3,4,5,6}
@attribute Occupation {0,1,2,3,4,5,6,7,8,9,10,11,12,13}
@attribute Relationship {0,1,2,3,4,5}
@attribute Race {0,1,2,3,4}
@attribute Sex {0,1}
@attribute Capital-gain numeric
@attribute Capital-loss numeric
@attribute Hours-per-week numeric
@attribute Native-country {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40}
@attribute Income {<=50K,>50K}

@data
31,0,9,0,7,0,0,0,0,0,40,0,<=50K
23,0,9,2,0,1,0,0,0,0,40,0,<=50K
19,0,8,2,8,4,0,0,0,0,40,0,<=50K
20,0,9,2,10,1,0,1,0,0,24,0,<=50K
58,0,3,1,7,5,0,0,0,0,40,0,<=50K
53,1,8,2,1,3,0,1,0,0,35,0,<=50K
56,1,13,0,4,2,0,1,0,0,20,17,<=50K
55,4,8,1,4,5,2,1,0,0,8,0,<=50K
54,0,11,1,3,3,0,1,0,0,32,0,<=50K
39,2,13,0,4,2,0,1,7688,0,50,0,>50K
36,0,9,0,1,2,0,1,0,0,40,0,>50K
43,1,13,0,3,2,0,1,0,0,40,0,>50K
43,4,12,0,12,2,0,1,0,0,56,0,<=50K
42,0,11,1,5,3,0,0,0,0,40,0,<=50K
55,0,9,0,5,2,0,1,0,0,40,0,>50K
38,5,9,0,8,2,0,1,0,0,27,0,<=50K
42,0,8,0,1,2,4,1,0,0,40,18,<=50K
52,0,8,0,3,0,0,0,0,0,60,0,<=50K
51,2,8,0,3,0,0,0,0,0,40,0,<=50K
37,0,8,0,3,2,0,1,0,1740,40,0,<=50K
20,0,9,2,2,1,0,0,0,0,37,0,<=50K
49,0,4,0,1,2,0,1,0,0,40,0,<=50K
33,0,14,0,5,2,4,1,0,0,35,0,<=50K
35,1,9,5,1,3,0,1,0,0,40,0,<=50K
31,1,8,2,2,3,0,1,0,0,27,0,<=50K
59,0,8,0,10,2,0,1,0,0,50,0,<=50K
40,2,15,2,5,3,0,1,99999,0,55,0,>50K
47,0,1,0,7,2,0,1,0,0,40,20,<=50K
22,0,13,2,2,3,0,0,0,0,35,4,<=50K
25,0,4,2,7,3,0,0,0,0,38,0,<=50K
32,1,6,1,1,3,0,1,0,0,50,0,<=50K
34,0,13,0,5,2,0,1,0,0,40,0,<=50K
39,0,9,0,3,0,0,0,0,0,40,0,<=50K
22,0,13,2,4,3,0,0,0,0,40,0,<=50K
25,0,13,2,5,3,0,0,0,0,40,0,<=50K
64,1,14,0,5,2,0,1,0,2415,50,0,>50K
78,0,1,4,6,4,0,1,0,0,20,32,<=50K
28,0,8,0,2,2,0,1,0,0,50,0,<=50K
27,0,8,2,7,1,0,1,0,0,40,0,<=50K
32,2,13,0,3,2,0,1,7688,0,60,0,>50K
30,0,9,0,1,2,0,1,0,0,50,0,<=50K
45,3,11,0,12,2,0,1,15024,0,72,0,>50K
20,0,9,2,2,1,0,0,0,0,20,0,<=50K
59,0,6,0,10,2,0,1,0,0,40,0,<=50K
40,0,13,2,5,3,0,0,0,0,40,0,<=50K
36,0,8,2,8,1,4,0,0,0,40,0,<=50K
55,0,8,0,3,2,0,1,0,0,56,0,>50K
43,3,8,0,8,2,0,1,0,0,55,0,>50K
30,0,8,1,7,3,0,1,0,0,40,0,<=50K
75,5,9,4,8,3,0,0,0,0,10,0,<=50K
40,0,13,1,4,3,0,1,0,0,40,0,<=50K
41,0,8,2,1,3,0,1,0,0,42,0,>50K
41,0,9,0,4,2,0,1,0,0,65,0,>50K
39,5,13,2,5,3,0,0,0,0,40,0,<=50K
48,0,5,0,10,2,0,1,0,0,70,0,<=50K
39,0,8,0,2,2,4,1,0,0,40,0,<=50K
24,0,9,2,0,1,0,1,0,0,40,0,<=50K
40,0,8,1,1,3,4,1,0,0,40,0,<=50K
49,0,9,0,1,2,0,1,0,1887,40,0,>50K
51,3,8,1,8,5,0,0,0,1980,40,0,<=50K
60,1,13,0,4,2,0,1,0,0,50,0,>50K
48,0,10,0,5,2,0,1,0,1977,70,0,>50K
58,0,14,0,4,2,0,1,0,0,60,0,>50K
36,0,13,0,6,2,0,1,0,0,40,0,<=50K
45,0,8,0,3,2,0,1,0,0,60,0,<=50K
52,0,12,1,0,3,0,0,0,0,40,0,<=50K
38,3,8,0,1,2,0,1,0,0,40,0,<=50K
34,3,11,0,8,2,0,1,0,0,40,0,<=50K
34,0,8,2,1,3,4,1,0,0,40,0,<=50K
55,5,9,1,10,3,0,1,0,0,40,0,<=50K
55,4,8,0,1,2,0,1,4386,0,40,0,>50K
24,0,13,0,3,2,0,1,0,0,40,0,<=50K
39,0,8,0,12,0,0,0,0,0,15,0,>50K
40,0,8,0,7,2,0,1,0,0,45,0,>50K
26,1,13,2,3,3,0,1,0,0,60,0,>50K
53,0,11,0,3,0,1,0,0,0,40,7,<=50K
44,0,8,0,3,2,0,1,0,0,60,0,>50K
36,0,9,0,4,2,0,1,0,0,45,0,>50K
21,0,9,2,2,3,4,0,0,0,10,0,<=50K
31,0,11,0,5,0,0,0,0,0,40,0,>50K
53,0,8,0,2,2,0,1,0,0,40,0,>50K
44,0,8,3,7,1,4,1,0,0,40,0,<=50K
46,0,9,2,4,3,0,0,0,0,40,0,<=50K
44,0,9,1,6,4,4,1,0,0,40,0,<=50K
23,0,9,2,3,3,0,1,0,0,50,0,<=50K
50,0,8,1,1,3,0,1,0,0,40,0,<=50K
60,0,8,1,8,3,0,0,0,0,38,0,<=50K
53,3,13,3,8,3,4,1,0,0,40,0,<=50K
63,1,9,0,3,2,0,1,0,1902,60,0,>50K
49,4,13,0,12,2,0,1,0,0,42,0,>50K
37,0,8,0,0,0,4,0,0,0,35,0,<=50K
39,0,8,3,4,3,0,1,0,2258,70,0,<=50K
25,0,8,2,1,4,0,1,0,0,45,0,<=50K
32,5,13,0,8,2,0,1,0,0,38,0,>50K
54,0,9,0,0,2,0,1,0,0,35,0,<=50K
40,1,8,3,1,1,0,1,0,0,40,0,<=50K
34,0,8,0,4,2,0,1,0,0,45,0,>50K
19,0,8,2,2,1,4,1,0,0,25,0,<=50K
56,0,2,0,7,2,0,1,0,0,40,21,>50K
36,0,9,5,2,1,0,0,0,0,28,0,<=50K
60,0,14,1,3,3,0,1,0,0,50,0,<=50K
38,0,11,2,5,3,0,1,0,0,35,0,<=50K
41,0,9,0,8,2,0,1,0,0,40,0,<=50K
18,0,5,2,2,1,0,1,0,0,24,0,<=50K
62,0,13,0,4,2,0,1,0,1902,1,0,>50K
23,0,9,2,4,4,0,0,0,0,40,0,<=50K
55,1,8,0,9,2,0,1,0,0,50,0,<=50K
47,0,9,2,3,3,0,1,13550,0,45,0,>50K
22,0,9,2,4,1,0,0,0,0,40,23,<=50K
63,0,13,1,2,3,0,0,0,0,10,0,<=50K
44,0,9,0,7,2,0,1,0,0,35,0,<=50K
46,0,9,2,4,3,0,1,8614,0,50,0,>50K
28,0,9,0,7,2,0,1,0,0,40,20,<=50K
42,1,13,0,4,2,0,1,0,0,45,0,<=50K
51,0,13,0,2,2,0,1,0,0,40,0,>50K
38,2,8,0,3,2,0,1,0,0,78,0,<=50K
23,0,8,2,3,1,4,1,0,0,20,0,<=50K
46,0,2,0,6,2,0,1,0,0,40,0,<=50K
27,0,8,2,8,1,0,1,0,0,20,0,<=50K
57,0,9,0,10,2,0,1,0,0,84,0,<=50K
40,0,14,4,3,1,1,0,0,0,50,0,<=50K
50,0,10,0,4,2,0,1,15024,0,50,0,>50K
19,0,8,2,3,1,0,1,0,0,15,0,<=50K
39,0,8,2,8,3,0,0,0,0,40,0,<=50K
28,0,8,1,1,5,0,1,0,0,50,0,<=50K
38,0,12,1,4,3,0,0,0,0,45,0,<=50K
22,1,8,2,6,3,0,1,0,0,40,0,<=50K
41,4,14,0,5,2,0,1,0,0,61,0,>50K
23,0,6,2,1,3,0,0,0,0,40,0,<=50K
21,0,2,2,1,1,0,1,0,0,40,31,<=50K
59,0,3,0,1,2,0,1,5178,0,50,0,>50K
18,0,9,2,8,1,0,1,0,0,50,0,<=50K
36,0,13,0,5,2,0,1,0,0,40,0,>50K
50,0,8,1,8,3,4,0,0,0,40,0,<=50K
42,4,9,0,8,0,0,0,0,0,40,0,>50K
61,0,6,4,2,3,4,1,0,0,40,0,<=50K
49,0,9,0,4,0,0,0,5178,0,40,4,>50K
46,0,13,0,3,0,0,0,0,0,16,0,>50K
52,4,8,4,8,5,0,0,0,0,28,0,<=50K
52,0,13,1,4,3,0,1,0,0,40,20,<=50K
74,0,8,4,3,5,0,0,0,0,26,0,<=50K
65,1,10,1,0,3,0,1,0,0,40,0,<=50K
23,0,13,2,4,1,0,1,0,0,40,0,<=50K
23,0,9,2,2,5,4,0,0,0,40,0,<=50K
38,1,13,0,5,2,0,1,0,0,50,0,<=50K
29,4,6,2,6,1,4,1,0,0,40,0,<=50K
20,0,9,2,4,1,0,0,0,0,25,0,<=50K
90,0,9,2,2,1,0,1,0,0,10,0,<=50K
31,0,8,2,6,1,0,1,0,0,50,0,<=50K
25,1,9,0,9,2,0,1,0,0,50,0,<=50K
22,2,13,2,3,1,0,1,0,0,50,0,<=50K
54,0,13,0,5,2,0,1,0,1977,40,0,>50K
33,4,8,0,10,2,4,1,0,0,40,0,<=50K
26,0,8,2,3,1,0,1,0,0,35,0,<=50K
66,0,3,3,7,3,0,0,0,0,40,0,<=50K
33,0,9,0,3,2,0,1,0,0,45,0,>50K
31,0,9,0,9,2,0,1,0,0,40,0,<=50K
25,0,8,0,8,2,4,1,3137,0,40,0,<=50K
42,0,12,3,3,5,4,0,0,0,25,0,<=50K
38,0,8,0,12,2,0,1,0,0,48,0,<=50K
35,1,9,2,4,1,0,1,0,0,45,0,>50K
55,0,9,0,8,0,0,0,5178,0,40,0,>50K
29,1,13,2,5,3,0,0,0,0,40,0,<=50K
41,0,9,2,4,5,4,0,0,0,99,0,<=50K
42,2,13,0,3,2,0,1,0,0,45,0,<=50K
30,1,9,1,5,5,0,1,0,0,50,0,<=50K
48,2,15,0,4,2,0,1,0,0,40,0,>50K
57,0,8,0,1,2,0,1,0,1740,40,0,<=50K
56,5,9,0,4,2,0,1,0,0,35,0,>50K
34,0,13,2,5,3,0,1,0,0,42,0,<=50K
40,3,13,2,0,1,0,1,0,0,40,0,<=50K
60,0,5,0,1,2,0,1,0,0,50,0,<=50K
40,0,9,0,4,2,0,1,3411,0,50,0,<=50K
22,0,13,2,4,1,0,1,0,0,45,0,<=50K
54,1,8,0,9,2,0,1,0,0,56,0,<=50K
48,4,13,0,5,2,0,1,0,0,55,0,>50K
45,3,9,1,8,5,1,0,914,0,40,0,<=50K
56,1,13,0,4,0,0,0,15024,0,40,0,>50K
60,0,8,0,1,2,0,1,3103,0,35,0,>50K
38,0,13,0,4,2,0,1,15024,0,50,0,>50K
27,0,11,2,2,4,0,1,0,0,42,0,<=50K
77,1,4,4,2,3,0,0,0,0,40,2,<=50K
48,0,9,0,4,2,0,1,0,0,65,0,>50K
40,5,13,1,8,4,4,0,0,0,32,0,<=50K
48,0,9,0,1,2,0,1,0,0,40,0,<=50K
57,0,12,2,7,3,0,0,0,0,40,0,<=50K
50,1,10,0,5,2,0,1,99999,0,80,0,>50K
23,0,9,2,4,1,0,1,0,0,40,0,<=50K
37,0,8,1,7,3,0,1,0,0,45,0,<=50K
42,5,9,3,5,5,4,0,0,0,40,0,<=50K
41,0,9,0,3,2,0,1,0,0,50,0,<=50K
61,0,8,0,12,2,0,1,4386,0,40,0,>50K
46,0,13,2,5,3,4,0,0,0,44,0,>50K
49,0,13,0,4,0,0,0,15024,0,35,0,>50K
47,0,8,1,0,5,4,0,0,0,55,0,<=50K
35,0,8,0,1,2,0,1,0,0,60,0,>50K
45,0,4,0,6,2,0,1,0,0,40,0,<=50K
21,0,5,0,9,2,0,1,0,0,30,0,<=50K
30,0,8,3,2,3,0,0,0,0,35,0,<=50K
44,0,8,2,6,3,4,1,0,0,35,0,<=50K
33,0,13,0,4,2,0,1,0,0,50,0,>50K
79,0,13,2,2,3,0,0,0,0,40,0,<=50K
37,0,13,2,3,3,0,0,0,0,30,0,<=50K
27,4,8,2,12,3,4,1,0,0,40,0,<=50K
34,0,4,0,1,2,0,1,0,0,40,20,<=50K
42,0,8,1,2,3,0,0,0,0,30,0,<=50K
41,2,13,0,3,2,0,1,0,0,40,0,>50K
31,0,8,0,10,2,0,1,0,0,50,0,>50K
27,0,8,0,4,2,0,1,0,0,40,0,<=50K
22,0,8,2,4,3,0,0,0,0,48,0,<=50K
25,0,13,2,2,1,0,1,0,0,43,0,<=50K
27,0,9,0,1,2,0,1,0,0,46,0,<=50K
31,3,11,2,8,1,4,0,0,0,40,0,<=50K
21,0,8,2,2,3,4,1,0,0,40,0,<=50K
66,0,9,0,4,2,0,1,0,0,40,0,>50K
44,4,9,0,12,2,0,1,0,0,40,0,>50K
47,0,2,2,7,5,0,0,0,0,40,24,<=50K
40,0,3,2,2,3,0,1,0,0,20,0,<=50K
17,0,5,2,2,1,0,0,0,0,20,0,<=50K
59,0,14,0,5,2,0,1,0,0,7,0,>50K
46,0,9,0,4,2,0,1,3103,0,40,0,>50K
33,1,14,2,4,3,4,0,0,0,70,0,>50K
43,5,9,0,12,2,1,1,0,0,40,0,<=50K
25,0,13,2,2,1,0,0,0,0,20,0,<=50K
35,0,8,2,10,3,0,1,0,0,40,0,<=50K
48,0,8,0,7,2,0,1,0,0,40,0,<=50K
28,0,12,0,0,2,3,1,0,0,40,20,<=50K
24,0,8,1,6,5,0,1,0,0,40,0,<=50K
18,0,7,2,2,1,0,0,0,0,12,0,<=50K
36,0,9,0,4,2,4,1,0,0,10,0,<=50K
35,0,8,2,2,1,0,1,0,0,20,0,<=50K
61,5,9,1,1,3,0,1,0,0,40,5,<=50K
29,0,9,1,8,3,0,1,0,0,36,0,<=50K
31,0,13,4,3,5,0,0,0,0,41,0,<=50K
46,0,14,0,5,2,0,1,0,0,40,0,<=50K
39,3,9,0,8,2,0,1,0,0,48,0,<=50K
56,0,14,0,5,2,0,1,15024,0,48,5,>50K
47,0,3,0,10,2,0,1,0,2051,40,0,<=50K
33,0,13,0,8,0,0,0,0,0,5,0,>50K
30,4,13,3,5,3,0,1,0,0,40,0,<=50K
55,0,14,0,4,2,0,1,0,0,55,0,>50K
64,0,8,0,8,2,0,1,0,0,45,0,>50K
33,0,11,2,0,3,0,1,0,0,40,0,<=50K
22,0,6,0,7,4,0,1,0,0,42,0,<=50K
28,0,14,2,8,3,1,1,0,0,50,7,<=50K
57,0,6,0,1,2,0,1,0,0,40,0,>50K
25,0,8,2,0,3,0,1,0,0,40,0,<=50K
21,0,6,2,2,5,0,1,0,0,40,0,<=50K
40,0,14,0,2,2,1,1,0,0,40,11,<=50K
48,0,1,0,2,2,1,1,0,0,45,11,<=50K
33,0,8,0,3,0,0,0,0,0,20,0,<=50K
56,0,3,0,1,2,0,1,0,0,40,4,<=50K
73,0,9,0,12,2,0,1,0,0,40,0,<=50K
41,0,8,1,6,5,0,0,0,0,60,0,<=50K
56,0,8,0,8,2,0,1,0,0,40,0,<=50K
23,0,2,0,6,0,0,0,0,0,40,20,<=50K
56,1,9,0,2,2,0,1,0,0,40,0,<=50K
33,0,8,2,8,3,4,0,0,0,30,0,<=50K
22,4,13,2,8,1,0,0,0,0,30,0,<=50K
28,0,9,2,4,3,0,1,0,0,60,0,<=50K
42,4,9,0,12,2,4,1,0,0,40,0,>50K
34,0,6,0,9,2,2,1,0,0,60,0,<=50K
37,0,8,0,1,2,0,1,0,0,40,0,<=50K
71,1,13,0,5,2,0,1,0,0,34,0,>50K
29,0,8,0,8,2,0,1,0,0,40,0,<=50K
47,0,13,0,5,0,0,0,0,0,40,0,>50K
29,0,9,1,6,3,0,1,0,0,45,0,<=50K
50,3,9,0,8,2,0,1,0,0,40,0,>50K
36,0,6,1,10,5,0,0,0,0,40,0,<=50K
46,0,8,5,7,3,0,1,0,2258,50,0,<=50K
34,0,8,2,2,3,0,1,0,0,40,0,<=50K
22,4,8,1,7,1,0,1,0,0,48,0,<=50K
38,1,8,0,3,2,0,1,0,0,40,0,<=50K
18,5,9,2,2,1,0,0,0,0,20,0,<=50K
38,0,8,2,2,5,4,0,0,0,40,0,<=50K
51,0,7,4,7,3,0,1,0,1564,40,0,>50K
21,0,8,2,7,1,0,1,0,0,40,20,<=50K
56,0,9,1,8,3,0,0,0,0,40,0,<=50K
24,0,8,0,6,2,0,1,0,0,50,0,<=50K
40,0,13,0,4,2,0,1,0,0,44,0,>50K
29,0,8,2,12,3,0,1,0,0,50,0,<=50K
52,0,13,0,4,2,0,1,0,0,40,0,>50K
42,0,8,1,11,5,0,0,0,0,60,29,<=50K
47,0,2,3,2,5,0,0,0,0,40,36,<=50K
32,0,12,2,2,3,0,1,0,0,40,0,<=50K
23,0,8,0,7,2,0,1,0,0,50,0,<=50K
56,0,8,2,3,3,0,1,0,0,40,22,<=50K
52,1,8,1,4,5,0,0,0,0,99,0,>50K
60,1,8,1,8,5,0,0,0,0,99,0,<=50K
50,4,8,0,8,0,0,0,0,0,40,0,>50K
41,1,9,0,1,2,0,1,0,0,50,0,<=50K
47,0,8,0,10,2,0,1,0,0,65,0,>50K
39,1,8,0,1,2,4,1,0,0,40,0,<=50K
36,0,13,0,4,2,0,1,15024,0,55,2,>50K
19,0,7,2,8,1,0,1,0,0,9,0,<=50K
36,0,5,2,6,1,0,1,0,0,40,0,<=50K
53,0,13,0,3,2,1,1,7688,0,48,27,>50K
21,0,9,2,3,1,0,1,0,0,20,0,<=50K
48,0,13,0,8,0,0,0,0,0,50,0,>50K
33,0,13,2,5,1,0,1,0,1741,40,0,<=50K
31,0,8,0,1,2,0,1,0,0,40,0,<=50K
24,1,6,2,2,5,2,0,0,0,40,0,<=50K
27,0,8,3,1,3,0,1,0,0,40,0,<=50K
57,0,9,0,3,2,0,1,0,0,40,0,<=50K
40,0,8,0,7,2,4,1,0,0,40,28,<=50K
36,1,13,0,3,2,0,1,0,0,40,5,<=50K
17,4,5,2,9,1,0,1,0,0,40,0,<=50K
20,0,9,2,3,1,0,0,0,0,20,0,<=50K
46,5,13,2,5,3,0,1,0,0,40,0,<=50K
22,3,8,2,5,1,0,1,0,0,35,0,<=50K
31,0,11,0,4,2,0,1,0,1902,38,0,>50K
34,5,14,2,5,5,0,1,0,0,40,0,<=50K
63,0,2,0,7,2,3,1,0,0,32,20,<=50K
37,0,13,0,3,2,0,1,0,0,60,0,<=50K
41,0,15,0,5,2,0,1,0,2051,60,0,<=50K
58,3,14,0,0,2,1,1,7688,0,40,11,>50K
47,0,9,0,5,2,0,1,0,0,40,0,>50K
19,0,9,2,3,1,0,0,0,0,18,0,<=50K
22,0,4,2,3,3,0,0,0,0,32,0,<=50K
52,0,1,0,7,2,0,1,0,0,40,20,<=50K
36,2,8,2,4,3,0,1,0,0,55,0,<=50K
33,0,8,3,2,4,4,0,0,0,40,0,<=50K
18,0,6,2,2,1,0,1,0,0,23,0,<=50K
56,1,8,0,1,2,0,1,0,0,40,0,<=50K
71,0,9,0,3,2,0,1,0,0,4,0,<=50K
72,0,14,1,5,3,0,1,0,0,60,12,>50K
20,0,8,2,3,5,0,0,0,0,38,0,<=50K
43,3,8,0,1,2,4,1,0,0,40,0,>50K
46,1,11,0,4,2,0,1,0,0,60,0,<=50K
37,5,8,0,12,2,0,1,0,0,55,0,>50K
44,0,9,1,1,3,0,1,0,0,60,0,<=50K
38,4,14,3,5,5,0,0,0,0,40,0,<=50K
24,0,9,0,2,2,0,1,0,0,40,0,<=50K
42,5,13,2,5,5,0,1,0,1876,38,0,<=50K
35,0,14,0,5,2,0,1,99999,0,50,0,>50K
45,1,9,0,3,2,0,1,0,0,60,0,>50K
31,0,9,0,8,2,0,1,0,0,45,0,>50K
40,0,14,1,4,3,0,1,0,1408,50,0,<=50K
54,1,9,2,2,5,0,0,2176,0,40,0,<=50K
45,0,9,3,3,5,0,0,0,0,35,0,<=50K
38,0,9,2,2,3,0,1,0,0,50,9,<=50K
35,0,8,0,10,0,0,0,0,1902,28,0,>50K
49,0,5,0,10,2,0,1,0,0,99,0,>50K
37,5,8,0,1,2,0,1,5013,0,40,0,<=50K
31,4,13,2,5,3,0,0,0,0,40,0,<=50K
25,0,9,2,5,5,0,0,0,0,60,0,<=50K
31,0,8,0,10,2,0,1,0,0,40,0,<=50K
28,0,8,0,7,2,0,1,0,0,42,0,<=50K
31,0,1,0,7,2,0,1,0,2042,40,20,<=50K
23,0,9,2,9,3,0,1,0,0,66,0,<=50K
18,5,8,2,8,1,0,0,0,0,40,0,<=50K
21,0,8,2,6,1,4,1,0,0,45,0,<=50K
26,0,8,2,8,1,0,1,0,0,40,0,<=50K
24,4,14,2,5,1,0,0,0,0,40,0,<=50K
32,5,9,1,5,4,0,0,0,0,40,0,<=50K
48,0,14,0,4,2,0,1,0,0,40,0,>50K
42,0,13,0,8,2,3,1,7298,0,40,20,>50K
54,0,9,1,8,3,0,0,0,0,35,0,<=50K
45,0,11,0,1,2,0,1,0,0,45,0,<=50K
41,4,14,2,5,1,0,0,8614,0,50,0,>50K
35,0,8,0,5,2,0,1,0,0,40,0,<=50K
23,0,11,2,8,4,0,0,0,0,70,0,<=50K
42,1,8,5,1,3,0,0,0,0,40,0,<=50K
28,5,13,0,5,0,4,0,0,0,37,0,<=50K
18,0,8,2,3,1,0,0,0,0,25,0,<=50K
46,0,9,0,3,2,0,1,0,0,40,0,>50K
40,0,8,0,1,2,4,1,0,0,40,28,<=50K
45,4,14,1,5,5,0,0,0,0,42,0,<=50K
41,0,12,2,8,1,0,0,0,0,40,0,<=50K
71,0,12,4,5,5,0,0,11678,0,38,0,>50K
47,0,6,0,9,2,0,1,0,0,40,0,<=50K
23,0,9,2,4,1,0,1,0,0,20,0,<=50K
57,2,9,0,4,2,0,1,99999,0,60,0,>50K
25,0,13,2,5,1,0,1,0,0,40,0,<=50K
43,0,8,0,10,2,0,1,0,0,30,0,<=50K
45,2,10,0,5,2,0,1,0,0,50,0,>50K
53,1,9,0,2,2,0,1,0,0,60,0,<=50K
28,0,13,1,8,3,0,0,0,0,40,0,<=50K
48,0,8,2,8,3,0,1,0,0,40,0,<=50K
51,0,8,0,3,2,0,1,0,0,50,0,>50K
51,0,9,1,3,3,0,0,0,0,32,0,<=50K
40,0,8,0,8,0,0,0,4064,0,12,0,<=50K
34,0,13,2,4,4,0,1,0,0,40,0,<=50K
42,5,8,0,3,0,0,0,0,0,40,0,<=50K
21,0,9,2,10,1,1,1,0,0,20,11,<=50K
64,0,4,0,2,0,4,0,0,0,40,0,<=50K
24,0,5,0,7,2,0,1,0,0,50,0,<=50K
33,0,6,0,1,2,0,1,0,0,49,0,<=50K
46,4,12,0,4,2,0,1,0,0,40,0,>50K
38,0,8,0,1,2,0,1,0,1672,50,0,<=50K
43,0,8,0,1,2,0,1,0,0,40,0,>50K
56,0,8,0,7,2,0,1,0,0,40,0,<=50K
26,0,8,2,6,5,0,1,0,0,40,0,<=50K
53,0,8,0,7,2,2,1,0,0,40,0,<=50K
39,1,13,0,2,2,0,1,0,0,60,0,<=50K
66,1,10,0,5,2,0,1,0,0,20,0,<=50K
28,0,6,2,2,3,4,1,0,0,40,0,<=50K
58,0,13,0,5,2,0,1,0,1887,40,0,>50K
55,0,8,5,11,3,4,0,0,0,36,0,<=50K
34,0,8,2,7,3,0,1,0,0,40,0,<=50K
48,0,6,0,7,2,4,1,0,0,40,0,<=50K
27,0,8,2,3,5,4,0,0,0,60,0,<=50K
58,0,8,0,6,2,0,1,0,0,40,0,>50K
17,4,6,2,8,1,2,0,0,0,30,0,<=50K
71,1,8,4,9,5,0,1,1731,0,5,0,<=50K
47,2,13,1,4,5,0,0,0,0,60,0,>50K
35,0,9,0,3,0,0,0,0,0,40,0,>50K
47,0,6,1,10,3,4,0,0,0,40,0,<=50K
44,0,8,0,1,2,3,1,0,0,40,3,<=50K
38,0,8,1,3,5,0,0,0,0,40,0,<=50K
37,0,15,0,5,2,0,1,0,0,40,0,<=50K
32,0,8,2,2,1,0,1,0,0,20,0,<=50K
72,0,12,0,8,2,0,1,0,0,45,4,>50K
70,0,8,1,6,3,0,1,0,3175,15,0,<=50K
42,0,9,0,1,2,4,1,0,0,50,0,>50K
27,1,8,0,1,2,0,1,0,0,60,0,<=50K
38,4,8,2,12,5,4,1,0,0,40,0,<=50K
67,1,8,0,9,2,0,1,0,0,70,0,<=50K
31,0,8,2,1,4,0,1,0,0,50,0,<=50K
36,0,8,0,1,2,0,1,0,0,25,0,<=50K
29,0,8,0,7,2,0,1,0,0,40,0,<=50K
65,4,8,1,8,3,0,0,0,0,16,0,>50K
31,0,8,0,7,2,0,1,0,0,40,0,<=50K
22,5,13,0,5,2,0,1,0,0,20,2,<=50K
20,0,6,2,9,4,0,1,0,0,36,36,<=50K
50,1,9,0,5,2,0,1,0,0,25,0,<=50K
33,0,15,0,5,2,0,1,15024,0,50,0,>50K
41,0,9,0,8,0,4,0,0,0,40,0,<=50K
28,0,9,2,8,1,4,1,0,0,40,0,<=50K
29,0,9,0,5,2,0,1,0,2129,50,0,<=50K
36,4,8,5,12,3,0,1,0,0,69,5,>50K
27,0,8,2,7,1,0,1,0,0,40,0,<=50K
47,0,8,0,6,2,0,1,0,0,40,0,>50K
39,0,8,2,4,1,0,1,0,0,40,0,<=50K
37,0,9,0,0,2,0,1,0,0,40,0,>50K
58,0,8,0,5,2,0,1,0,0,40,0,<=50K
57,4,9,3,2,3,4,0,0,0,40,0,<=50K
28,0,3,2,7,3,0,1,0,0,45,0,<=50K
53,4,9,0,8,2,0,1,0,0,40,0,>50K
25,0,8,0,3,2,0,1,0,0,30,0,<=50K
57,2,3,0,4,2,0,1,0,0,90,9,>50K
46,1,13,0,0,2,0,1,0,0,40,0,>50K
19,0,9,2,8,3,0,0,0,0,40,0,<=50K
43,4,9,0,9,2,0,1,0,2002,40,0,<=50K
74,0,7,0,6,2,0,1,0,0,11,0,<=50K
37,0,9,1,7,3,0,1,0,0,40,0,<=50K
28,0,8,3,2,5,4,0,0,0,20,0,<=50K
28,0,9,2,2,3,4,1,0,0,60,0,<=50K
33,0,13,3,5,3,0,0,0,0,40,0,<=50K
42,0,8,0,2,0,4,0,0,0,60,0,<=50K
57,0,8,0,11,2,0,1,0,0,30,0,<=50K
52,2,8,0,3,2,0,1,0,0,50,12,<=50K
45,1,8,0,5,2,0,1,0,0,40,0,>50K
30,0,13,2,3,3,0,0,0,0,40,0,<=50K
40,0,12,2,5,3,0,0,0,0,50,0,<=50K
22,0,8,0,12,1,0,1,0,0,40,0,<=50K
62,1,9,4,4,3,0,0,0,0,20,0,<=50K
62,2,9,0,1,2,0,1,0,0,90,0,<=50K
17,0,7,2,6,1,0,1,0,0,35,0,<=50K
33,0,14,0,5,2,0,1,0,0,40,0,<=50K
21,0,2,2,1,3,3,1,0,0,32,20,<=50K
28,1,9,0,1,2,0,1,0,0,45,0,<=50K
44,4,9,0,6,2,4,1,0,0,40,0,<=50K
39,5,15,2,5,3,0,1,0,2824,50,0,>50K
71,0,8,4,5,3,0,0,0,0,40,0,<=50K
71,1,8,0,7,2,0,1,1455,0,3,0,<=50K
43,0,8,1,8,1,0,0,0,0,40,0,<=50K
24,0,13,0,3,2,0,1,0,0,35,0,<=50K
